epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,1262.19,0.99809,0.77408,0.98342,0.84268,0.86374,0.88817,0.64157,1.02371,0.75488,0.99158,0.008416,0.008416,0.008416
26,1313.15,1.00919,0.78616,0.97806,0.89606,0.86995,0.90507,0.65304,1.02206,0.74462,0.99157,0.00835,0.00835,0.00835
27,1364.42,0.9768,0.74457,0.96981,0.85392,0.87739,0.89939,0.64467,1.01258,0.74707,0.99229,0.008284,0.008284,0.008284
28,1417.03,0.98996,0.77128,0.97364,0.86968,0.88907,0.90382,0.63895,1.003,0.73215,0.98779,0.008218,0.008218,0.008218
29,1469.75,0.98515,0.75772,0.97954,0.83774,0.88706,0.89095,0.63706,1.01591,0.77,0.99284,0.008152,0.008152,0.008152
30,1522.28,0.97328,0.7548,0.96991,0.84839,0.88764,0.89568,0.64631,1.01078,0.7349,0.98942,0.008086,0.008086,0.008086
31,1576.2,0.96639,0.73724,0.96807,0.84387,0.88959,0.90694,0.64961,1.0074,0.72311,0.98586,0.00802,0.00802,0.00802
32,1627.48,0.974,0.73968,0.97586,0.85983,0.84538,0.89946,0.6354,1.02622,0.77137,0.98756,0.007954,0.007954,0.007954
33,1679.16,0.96137,0.7386,0.97156,0.87668,0.87193,0.90235,0.64856,0.99921,0.73661,0.98985,0.007888,0.007888,0.007888
34,1731.54,0.95017,0.71633,0.96183,0.88683,0.8752,0.90138,0.64489,1.00604,0.72706,0.99272,0.007822,0.007822,0.007822
35,1782.94,0.949,0.71866,0.9568,0.88998,0.86516,0.90303,0.64661,1.0124,0.73528,0.98824,0.007756,0.007756,0.007756
36,1834.21,0.93322,0.70024,0.95321,0.87509,0.87203,0.90568,0.65995,0.99742,0.72038,0.97644,0.00769,0.00769,0.00769
37,1885.22,0.94622,0.71774,0.95355,0.85132,0.87161,0.89982,0.65459,1.00618,0.72351,0.98252,0.007624,0.007624,0.007624
38,1936.81,0.93817,0.70011,0.95315,0.88967,0.86555,0.90709,0.65601,0.99832,0.70855,0.97466,0.007558,0.007558,0.007558
39,1988.05,0.93323,0.7041,0.94828,0.87186,0.87378,0.90681,0.65679,0.99295,0.70177,0.9709,0.007492,0.007492,0.007492
40,2038.23,0.92675,0.67987,0.94841,0.8731,0.88503,0.91431,0.66975,0.98696,0.68813,0.97005,0.007426,0.007426,0.007426
41,2088.72,0.92171,0.68658,0.9483,0.85232,0.8911,0.91508,0.67305,0.9859,0.69996,0.97015,0.00736,0.00736,0.00736
42,2139.71,0.90696,0.65638,0.94658,0.87068,0.86515,0.90312,0.65837,0.98819,0.70296,0.96793,0.007294,0.007294,0.007294
43,2189.88,0.92618,0.67912,0.9462,0.89165,0.88867,0.91443,0.6699,0.98894,0.69968,0.96912,0.007228,0.007228,0.007228
44,2240.2,0.91061,0.67336,0.94328,0.88966,0.88323,0.9111,0.67591,0.96825,0.68317,0.96503,0.007162,0.007162,0.007162
45,2291.56,0.92052,0.67375,0.94474,0.84819,0.85702,0.88088,0.65014,0.98548,0.70189,0.97421,0.007096,0.007096,0.007096
46,2342.64,0.9016,0.65674,0.93593,0.8586,0.8777,0.89749,0.66677,0.96655,0.69956,0.97136,0.00703,0.00703,0.00703
47,2393.71,0.8791,0.63525,0.93405,0.87171,0.90294,0.91837,0.67566,0.97528,0.68804,0.96768,0.006964,0.006964,0.006964
48,2444.94,0.89045,0.63368,0.93476,0.88545,0.88748,0.91522,0.67845,0.96628,0.67923,0.96434,0.006898,0.006898,0.006898
49,2494.72,0.87272,0.62702,0.93138,0.88234,0.87722,0.90259,0.66998,0.97656,0.69222,0.96612,0.006832,0.006832,0.006832
50,2544.72,0.86994,0.62097,0.93055,0.89286,0.87784,0.91569,0.67791,0.97765,0.68139,0.96893,0.006766,0.006766,0.006766
51,2594.83,0.87988,0.63015,0.93122,0.87987,0.89203,0.91341,0.67625,0.96441,0.68338,0.96311,0.0067,0.0067,0.0067
52,2645.04,0.87844,0.63152,0.9306,0.87648,0.88927,0.91462,0.68358,0.9702,0.67619,0.96635,0.006634,0.006634,0.006634
53,2695.2,0.87678,0.62672,0.93164,0.8824,0.88662,0.91658,0.68571,0.95612,0.6756,0.95916,0.006568,0.006568,0.006568
54,2745.89,0.85386,0.60547,0.92054,0.88783,0.86968,0.91625,0.68552,0.96448,0.67553,0.96238,0.006502,0.006502,0.006502
55,2797.13,0.86535,0.61189,0.92604,0.87939,0.87662,0.91432,0.68594,0.95112,0.67183,0.95904,0.006436,0.006436,0.006436
56,2846.44,0.86015,0.59879,0.92545,0.89013,0.88896,0.91802,0.6885,0.95946,0.66982,0.96805,0.00637,0.00637,0.00637
57,2896.59,0.85121,0.60171,0.92323,0.89479,0.88517,0.91822,0.68519,0.95269,0.6724,0.96462,0.006304,0.006304,0.006304
58,2946.76,0.85227,0.59674,0.92184,0.88991,0.87292,0.91487,0.67642,0.95832,0.67575,0.96349,0.006238,0.006238,0.006238
59,2997.13,0.84181,0.5922,0.919,0.87781,0.89965,0.91595,0.68884,0.95376,0.67367,0.96216,0.006172,0.006172,0.006172
60,3046.94,0.82833,0.58153,0.91159,0.87926,0.88966,0.91457,0.68632,0.94642,0.67176,0.96049,0.006106,0.006106,0.006106
61,3096.8,0.82754,0.58126,0.91466,0.89509,0.89258,0.91703,0.68936,0.95397,0.66948,0.96399,0.00604,0.00604,0.00604
62,3146.8,0.8165,0.56681,0.91521,0.8677,0.89982,0.92132,0.69001,0.94935,0.67651,0.96742,0.005974,0.005974,0.005974
63,3196.93,0.81988,0.56539,0.91411,0.88545,0.90004,0.92018,0.69419,0.94678,0.65967,0.96568,0.005908,0.005908,0.005908
64,3247.99,0.81923,0.56399,0.91482,0.89599,0.88295,0.92042,0.69512,0.94928,0.65715,0.96567,0.005842,0.005842,0.005842
65,3299.34,0.82129,0.56883,0.90855,0.87792,0.90371,0.91498,0.69276,0.93771,0.67302,0.96222,0.005776,0.005776,0.005776
66,3349.49,0.80891,0.55344,0.90915,0.88465,0.88384,0.91706,0.69224,0.94404,0.66548,0.96432,0.00571,0.00571,0.00571
67,3400.31,0.80905,0.55473,0.91009,0.89648,0.88276,0.91911,0.68641,0.94192,0.66116,0.96602,0.005644,0.005644,0.005644
68,3451.83,0.80955,0.55364,0.90819,0.87989,0.89368,0.92079,0.69443,0.93729,0.65814,0.96246,0.005578,0.005578,0.005578
69,3503.01,0.80871,0.55267,0.90727,0.88687,0.89944,0.92169,0.69728,0.94322,0.66636,0.96229,0.005512,0.005512,0.005512
70,3554.57,0.80779,0.54801,0.90925,0.89107,0.88213,0.91934,0.69427,0.92775,0.66691,0.95934,0.005446,0.005446,0.005446
71,3605.68,0.80929,0.543,0.90952,0.88605,0.89891,0.92292,0.69308,0.93455,0.65732,0.96753,0.00538,0.00538,0.00538
72,3655.97,0.80093,0.5428,0.90451,0.89213,0.89648,0.91893,0.69438,0.93959,0.6638,0.96096,0.005314,0.005314,0.005314
73,3706.23,0.78847,0.53342,0.90152,0.88828,0.88272,0.9185,0.69394,0.94166,0.66273,0.96352,0.005248,0.005248,0.005248
74,3756.37,0.77028,0.51499,0.89721,0.87402,0.88952,0.92206,0.67974,0.93441,0.65654,0.96331,0.005182,0.005182,0.005182
75,3809.92,0.78422,0.53844,0.89887,0.88964,0.89272,0.92479,0.70063,0.93463,0.65335,0.96413,0.005116,0.005116,0.005116
76,3860.25,0.78669,0.52289,0.90473,0.89779,0.88047,0.91773,0.69292,0.93966,0.66902,0.96521,0.00505,0.00505,0.00505
77,3911.43,0.77616,0.52666,0.8948,0.91173,0.86002,0.91601,0.69151,0.93344,0.65995,0.96457,0.004984,0.004984,0.004984
78,3962.36,0.78545,0.52318,0.90084,0.89038,0.89435,0.91869,0.69459,0.92785,0.66145,0.96662,0.004918,0.004918,0.004918
79,4012.35,0.77159,0.51921,0.89654,0.89703,0.87696,0.92074,0.69144,0.93659,0.66411,0.96042,0.004852,0.004852,0.004852
80,4063.03,0.76257,0.51843,0.89495,0.89089,0.89127,0.91533,0.69346,0.93569,0.65445,0.97006,0.004786,0.004786,0.004786
81,4113.12,0.76525,0.51062,0.89372,0.89211,0.88938,0.91794,0.69457,0.92973,0.64665,0.96581,0.00472,0.00472,0.00472
82,4164.41,0.76276,0.50379,0.89179,0.88714,0.88502,0.92009,0.70245,0.9334,0.65262,0.96864,0.004654,0.004654,0.004654
83,4214.66,0.7584,0.50816,0.89259,0.88481,0.89412,0.92002,0.70253,0.92959,0.6675,0.96609,0.004588,0.004588,0.004588
84,4265.83,0.76919,0.50937,0.89278,0.88114,0.89526,0.92321,0.70418,0.92233,0.64834,0.9625,0.004522,0.004522,0.004522
85,4316.17,0.74615,0.49816,0.89165,0.8906,0.88686,0.92182,0.69828,0.92141,0.6571,0.96608,0.004456,0.004456,0.004456
86,4367.5,0.75445,0.49849,0.89059,0.88871,0.89513,0.92655,0.6989,0.92878,0.64138,0.96449,0.00439,0.00439,0.00439
87,4418.26,0.75536,0.5002,0.88941,0.89297,0.88973,0.92521,0.70216,0.92983,0.65107,0.96723,0.004324,0.004324,0.004324
88,4469.36,0.74279,0.48995,0.8897,0.8917,0.89743,0.92369,0.70442,0.92607,0.649,0.96413,0.004258,0.004258,0.004258
89,4520.33,0.75068,0.49496,0.88721,0.89993,0.8912,0.92545,0.70368,0.92575,0.65682,0.96549,0.004192,0.004192,0.004192
90,4570.7,0.74293,0.49434,0.8875,0.90116,0.88297,0.92074,0.70116,0.93308,0.65652,0.97177,0.004126,0.004126,0.004126
91,4621.74,0.73562,0.48623,0.88669,0.90128,0.88388,0.92498,0.70977,0.9296,0.64765,0.97017,0.00406,0.00406,0.00406
92,4672.22,0.74199,0.48282,0.88874,0.88033,0.89617,0.91935,0.70469,0.93439,0.65026,0.96768,0.003994,0.003994,0.003994
93,4723.33,0.72676,0.47556,0.8848,0.8977,0.8848,0.91694,0.70088,0.92759,0.65932,0.96846,0.003928,0.003928,0.003928
94,4773.4,0.72264,0.47837,0.88452,0.88947,0.89672,0.91932,0.70079,0.92255,0.65636,0.9652,0.003862,0.003862,0.003862
95,4822.95,0.7176,0.47232,0.88281,0.8863,0.89329,0.92146,0.70348,0.92494,0.64693,0.96887,0.003796,0.003796,0.003796
96,4873.78,0.71861,0.47473,0.88116,0.8904,0.88424,0.919,0.69048,0.92495,0.65317,0.97146,0.00373,0.00373,0.00373
97,4923.28,0.72776,0.47191,0.88411,0.87503,0.89705,0.92097,0.70278,0.92395,0.64887,0.97018,0.003664,0.003664,0.003664
98,4973.72,0.71587,0.467,0.87789,0.89467,0.87625,0.92029,0.70179,0.91452,0.64619,0.96238,0.003598,0.003598,0.003598
99,5023.48,0.72165,0.46949,0.88361,0.88815,0.88442,0.92167,0.7042,0.91923,0.65428,0.96428,0.003532,0.003532,0.003532
100,5073.95,0.71091,0.45535,0.87693,0.8908,0.89101,0.92265,0.70243,0.92223,0.65697,0.96584,0.003466,0.003466,0.003466
101,5124.08,0.72377,0.47186,0.88037,0.8864,0.89816,0.92318,0.705,0.92341,0.65981,0.96921,0.0034,0.0034,0.0034
102,5174.42,0.69941,0.4589,0.87438,0.86976,0.90259,0.9218,0.70314,0.9207,0.65422,0.97022,0.003334,0.003334,0.003334
103,5225.98,0.70642,0.46018,0.87366,0.88563,0.88303,0.9159,0.70753,0.9181,0.6578,0.96662,0.003268,0.003268,0.003268
104,5275.99,0.70521,0.45374,0.87602,0.88437,0.89315,0.91691,0.70419,0.91902,0.6585,0.96887,0.003202,0.003202,0.003202
105,5326.82,0.69561,0.44745,0.87226,0.89528,0.88373,0.92044,0.70278,0.91974,0.66108,0.96996,0.003136,0.003136,0.003136
106,5376.36,0.70684,0.45926,0.87549,0.88232,0.895,0.92065,0.69643,0.91769,0.66147,0.96876,0.00307,0.00307,0.00307
107,5426.38,0.69613,0.45339,0.8733,0.89538,0.88172,0.92161,0.70396,0.9182,0.65751,0.96983,0.003004,0.003004,0.003004
108,5476.34,0.68547,0.44931,0.86921,0.89245,0.88163,0.92035,0.69593,0.92107,0.65785,0.97167,0.002938,0.002938,0.002938
109,5528.63,0.70443,0.45716,0.87598,0.88693,0.88986,0.92198,0.7093,0.91754,0.6496,0.97193,0.002872,0.002872,0.002872
110,5579.02,0.6854,0.44354,0.87063,0.88724,0.8977,0.92145,0.70921,0.91933,0.65932,0.97276,0.002806,0.002806,0.002806
111,5629.53,0.68488,0.44411,0.87368,0.88608,0.89711,0.91819,0.70357,0.92093,0.66441,0.97267,0.00274,0.00274,0.00274
112,5680.09,0.68104,0.43713,0.87139,0.87803,0.8999,0.92372,0.71039,0.92036,0.65876,0.97088,0.002674,0.002674,0.002674
113,5730.39,0.68427,0.43799,0.87213,0.88964,0.88552,0.9177,0.71072,0.91766,0.66571,0.97026,0.002608,0.002608,0.002608
114,5781.06,0.68272,0.43655,0.86949,0.86929,0.89935,0.92038,0.6998,0.9148,0.65767,0.96864,0.002542,0.002542,0.002542
115,5832,0.68152,0.4342,0.87307,0.86846,0.89455,0.91747,0.69975,0.91582,0.65958,0.9689,0.002476,0.002476,0.002476
116,5883.67,0.67672,0.44216,0.87151,0.87325,0.90538,0.92207,0.71384,0.91416,0.65094,0.97214,0.00241,0.00241,0.00241
117,5934.83,0.67917,0.43354,0.87225,0.88956,0.88359,0.91817,0.70511,0.91554,0.65058,0.97076,0.002344,0.002344,0.002344
118,5986.02,0.67565,0.43084,0.86894,0.87923,0.89616,0.91728,0.70842,0.9143,0.64913,0.97067,0.002278,0.002278,0.002278
119,6036.21,0.66629,0.42434,0.86803,0.87822,0.89687,0.91736,0.70713,0.91321,0.65692,0.97105,0.002212,0.002212,0.002212
120,6087.31,0.67159,0.42756,0.86667,0.87747,0.89313,0.9174,0.7073,0.91197,0.65913,0.97163,0.002146,0.002146,0.002146
121,6138.66,0.65259,0.4143,0.86128,0.88671,0.88449,0.91739,0.70432,0.91594,0.65481,0.97328,0.00208,0.00208,0.00208
122,6189.33,0.67255,0.42544,0.86682,0.88487,0.89151,0.9202,0.70456,0.91369,0.65614,0.97164,0.002014,0.002014,0.002014
123,6239.2,0.66926,0.41893,0.86535,0.88825,0.88593,0.92003,0.70453,0.91219,0.65845,0.9715,0.001948,0.001948,0.001948
124,6289.95,0.65451,0.41214,0.86491,0.87182,0.90088,0.91868,0.70308,0.91281,0.66703,0.9723,0.001882,0.001882,0.001882
125,6340.28,0.66494,0.41876,0.86455,0.87512,0.9033,0.91836,0.70768,0.91452,0.66605,0.97382,0.001816,0.001816,0.001816
126,6390.88,0.65686,0.41289,0.86249,0.87902,0.89482,0.92105,0.71012,0.90999,0.66277,0.97119,0.00175,0.00175,0.00175
127,6441.6,0.65344,0.41412,0.86348,0.87776,0.8882,0.91934,0.70882,0.91326,0.66573,0.97212,0.001684,0.001684,0.001684
128,6492.18,0.64626,0.40903,0.86321,0.88086,0.89644,0.91972,0.71089,0.9133,0.66516,0.97107,0.001618,0.001618,0.001618
129,6542.3,0.65087,0.40842,0.86201,0.87794,0.89675,0.92064,0.702,0.91125,0.66498,0.97308,0.001552,0.001552,0.001552
130,6592.65,0.63827,0.40704,0.86163,0.87584,0.90489,0.92188,0.70145,0.90959,0.66026,0.97302,0.001486,0.001486,0.001486
131,6643.91,0.65583,0.41044,0.8654,0.8955,0.88423,0.92134,0.70332,0.91046,0.66332,0.97364,0.00142,0.00142,0.00142
132,6694.11,0.64567,0.40859,0.86222,0.88612,0.89382,0.92138,0.70132,0.91167,0.66537,0.97371,0.001354,0.001354,0.001354
133,6744.87,0.6275,0.39979,0.85707,0.89077,0.88527,0.92339,0.71316,0.91179,0.65924,0.97343,0.001288,0.001288,0.001288
134,6795.57,0.64881,0.41209,0.86247,0.89636,0.88513,0.92134,0.7094,0.91264,0.66362,0.97585,0.001222,0.001222,0.001222
135,6847.19,0.61966,0.39638,0.85557,0.8873,0.89245,0.92157,0.71178,0.91329,0.66365,0.97613,0.001156,0.001156,0.001156
136,6897.83,0.62672,0.39904,0.85803,0.89682,0.88188,0.92153,0.71018,0.91014,0.66067,0.97329,0.00109,0.00109,0.00109
137,6948.39,0.62709,0.39493,0.85578,0.89347,0.88582,0.92012,0.71003,0.90894,0.6656,0.97424,0.001024,0.001024,0.001024
138,6999.5,0.63075,0.39615,0.86089,0.88762,0.88685,0.91902,0.7121,0.91048,0.66661,0.97523,0.000958,0.000958,0.000958
139,7050.53,0.63814,0.3957,0.85603,0.88527,0.89161,0.91902,0.71074,0.90699,0.66442,0.97379,0.000892,0.000892,0.000892
140,7102.38,0.62102,0.38891,0.85434,0.88058,0.89467,0.91906,0.71043,0.90955,0.66251,0.97486,0.000826,0.000826,0.000826
141,7154.72,0.58501,0.36089,0.84627,0.88686,0.88719,0.91932,0.71084,0.91639,0.66334,0.97645,0.00076,0.00076,0.00076
142,7204.95,0.57085,0.34715,0.84342,0.88627,0.88551,0.91981,0.71319,0.91445,0.66407,0.97292,0.000694,0.000694,0.000694
143,7254.17,0.58,0.34634,0.84824,0.8831,0.89302,0.92069,0.71544,0.91422,0.66615,0.97357,0.000628,0.000628,0.000628
144,7304.67,0.56217,0.34056,0.84022,0.88347,0.89025,0.92037,0.71658,0.91309,0.66689,0.97367,0.000562,0.000562,0.000562
145,7354.13,0.55588,0.33616,0.83985,0.88351,0.89061,0.92136,0.7183,0.91315,0.6693,0.97465,0.000496,0.000496,0.000496
146,7403.85,0.56064,0.33939,0.84008,0.88893,0.88427,0.92084,0.71926,0.91116,0.66672,0.97665,0.00043,0.00043,0.00043
147,7453.26,0.56108,0.3344,0.84394,0.88808,0.88778,0.92191,0.72166,0.91079,0.67027,0.97709,0.000364,0.000364,0.000364
148,7502.79,0.55913,0.331,0.84218,0.8887,0.88881,0.9219,0.72097,0.91012,0.67363,0.9764,0.000298,0.000298,0.000298
149,7552.71,0.55393,0.32488,0.83704,0.88549,0.89146,0.92166,0.72074,0.90982,0.67613,0.97617,0.000232,0.000232,0.000232
150,7601.14,0.53923,0.32249,0.83693,0.88576,0.88942,0.92197,0.71974,0.91016,0.67669,0.97678,0.000166,0.000166,0.000166
